"department","date","shift","staff_type","subclass","total"
"Ορθοπεδική","2024-01-05","AFTERNOON","DOCTOR","Ενδοκρινολογία","1"
"Ορθοπεδική","2024-01-05","AFTERNOON","DOCTOR","Νευρολογία","1"
"Ορθοπεδική","2024-01-05","AFTERNOON","DOCTOR","Καρδιολογία","1"
"Ορθοπεδική","2024-01-05","AFTERNOON","NURSE","NURSE","3"
"Ορθοπεδική","2024-01-05","AFTERNOON","NURSE","HEAD_NURSE","3"
"Ορθοπεδική","2024-01-05","AFTERNOON","ADMINISTRATIVE","Τεχνικός","2"
"Ορθοπεδική","2024-01-05","NIGHT","DOCTOR","Παιδιατρική","1"
"Ορθοπεδική","2024-01-05","NIGHT","DOCTOR","Μαιευτική","2"
"Ορθοπεδική","2024-01-05","NIGHT","NURSE","NURSE","3"
"Ορθοπεδική","2024-01-05","NIGHT","NURSE","NURSE_ASSISTANT","1"
"Ορθοπεδική","2024-01-05","NIGHT","NURSE","HEAD_NURSE","2"
"Ορθοπεδική","2024-01-05","NIGHT","ADMINISTRATIVE","Υπεύθυνος Αρχείου","1"
"Ορθοπεδική","2024-01-05","NIGHT","ADMINISTRATIVE","Διαχειριστής","1"
"Ορθοπεδική","2024-01-06","MORNING","DOCTOR","Αιματολογία","1"
"Ορθοπεδική","2024-01-06","MORNING","DOCTOR","Νευρολογία","1"
"Ορθοπεδική","2024-01-06","MORNING","DOCTOR","Νεφρολογία","1"
"Ορθοπεδική","2024-01-06","MORNING","NURSE","NURSE_ASSISTANT","3"
"Ορθοπεδική","2024-01-06","MORNING","NURSE","NURSE","2"
"Ορθοπεδική","2024-01-06","MORNING","NURSE","HEAD_NURSE","1"
"Ορθοπεδική","2024-01-06","MORNING","ADMINISTRATIVE","Διαχειριστής","1"
"Ορθοπεδική","2024-01-06","MORNING","ADMINISTRATIVE","Γραμματέας","1"
"Ορθοπεδική","2024-01-06","AFTERNOON","DOCTOR","Ενδοκρινολογία","1"
"Ορθοπεδική","2024-01-06","AFTERNOON","DOCTOR","Ωτορινολαρυγγολογία","1"
"Ορθοπεδική","2024-01-06","AFTERNOON","DOCTOR","Μαιευτική","1"
"Ορθοπεδική","2024-01-06","AFTERNOON","NURSE","HEAD_NURSE","1"
"Ορθοπεδική","2024-01-06","AFTERNOON","NURSE","NURSE","5"
"Ορθοπεδική","2024-01-06","AFTERNOON","ADMINISTRATIVE","Γραμματέας","1"
"Ορθοπεδική","2024-01-06","AFTERNOON","ADMINISTRATIVE","Υπεύθυνος Αρχείου","1"
"Ορθοπεδική","2024-01-06","NIGHT","DOCTOR","Μαιευτική","1"
"Ορθοπεδική","2024-01-06","NIGHT","DOCTOR","Οφθαλμολογία","1"
"Ορθοπεδική","2024-01-06","NIGHT","DOCTOR","Γαστρεντερολογία","1"
"Ορθοπεδική","2024-01-06","NIGHT","NURSE","NURSE","1"
"Ορθοπεδική","2024-01-06","NIGHT","NURSE","HEAD_NURSE","4"
"Ορθοπεδική","2024-01-06","NIGHT","NURSE","NURSE_ASSISTANT","1"
"Ορθοπεδική","2024-01-06","NIGHT","ADMINISTRATIVE","Τεχνικός","1"
"Ορθοπεδική","2024-01-06","NIGHT","ADMINISTRATIVE","Λογιστής","1"
"Ορθοπεδική","2024-01-07","MORNING","DOCTOR","Μαιευτική","2"
"Ορθοπεδική","2024-01-07","MORNING","DOCTOR","Οφθαλμολογία","1"
"Ορθοπεδική","2024-01-07","MORNING","NURSE","NURSE_ASSISTANT","2"
"Ορθοπεδική","2024-01-07","MORNING","NURSE","HEAD_NURSE","3"
"Ορθοπεδική","2024-01-07","MORNING","NURSE","NURSE","1"
"Ορθοπεδική","2024-01-07","MORNING","ADMINISTRATIVE","Υπεύθυνος Αρχείου","1"
"Ορθοπεδική","2024-01-07","MORNING","ADMINISTRATIVE","Λογιστής","1"
"Ορθοπεδική","2024-01-07","AFTERNOON","DOCTOR","Νευρολογία","1"
"Ορθοπεδική","2024-01-07","AFTERNOON","DOCTOR","Αιματολογία","1"
"Ορθοπεδική","2024-01-07","AFTERNOON","DOCTOR","Ορθοπεδική","1"
"Ορθοπεδική","2024-01-07","AFTERNOON","NURSE","NURSE_ASSISTANT","1"
"Ορθοπεδική","2024-01-07","AFTERNOON","NURSE","HEAD_NURSE","4"
"Ορθοπεδική","2024-01-07","AFTERNOON","NURSE","NURSE","1"
"Ορθοπεδική","2024-01-07","AFTERNOON","ADMINISTRATIVE","Διαχειριστής","1"
"Ορθοπεδική","2024-01-07","AFTERNOON","ADMINISTRATIVE","Λογιστής","1"
"Ορθοπεδική","2024-01-07","NIGHT","DOCTOR","Μαιευτική","1"
"Ορθοπεδική","2024-01-07","NIGHT","DOCTOR","Ωτορινολαρυγγολογία","1"
"Ορθοπεδική","2024-01-07","NIGHT","DOCTOR","Ορθοπεδική","1"
"Ορθοπεδική","2024-01-07","NIGHT","NURSE","NURSE_ASSISTANT","2"
"Ορθοπεδική","2024-01-07","NIGHT","NURSE","NURSE","1"
"Ορθοπεδική","2024-01-07","NIGHT","NURSE","HEAD_NURSE","3"
"Ορθοπεδική","2024-01-07","NIGHT","ADMINISTRATIVE","Τεχνικός","1"
"Ορθοπεδική","2024-01-07","NIGHT","ADMINISTRATIVE","Διαχειριστής","1"
"Ουρολογία","2024-01-01","MORNING","DOCTOR","Αιματολογία","1"
"Ουρολογία","2024-01-01","MORNING","DOCTOR","Παιδιατρική","1"
"Ουρολογία","2024-01-01","MORNING","DOCTOR","Ουρολογία","1"
"Ουρολογία","2024-01-01","MORNING","NURSE","NURSE_ASSISTANT","1"
"Ουρολογία","2024-01-01","MORNING","NURSE","NURSE","5"
"Ουρολογία","2024-01-01","MORNING","ADMINISTRATIVE","Τεχνικός","1"
"Ουρολογία","2024-01-01","MORNING","ADMINISTRATIVE","Γραμματέας","1"
"Ουρολογία","2024-01-01","AFTERNOON","DOCTOR","Καρδιολογία","1"
"Ουρολογία","2024-01-01","AFTERNOON","DOCTOR","Γαστρεντερολογία","1"
"Ουρολογία","2024-01-01","AFTERNOON","DOCTOR","Παθολογία","1"
"Ουρολογία","2024-01-01","AFTERNOON","NURSE","HEAD_NURSE","6"
"Ουρολογία","2024-01-01","AFTERNOON","ADMINISTRATIVE","Τεχνικός","1"
"Ουρολογία","2024-01-01","AFTERNOON","ADMINISTRATIVE","Διαχειριστής","1"
"Ουρολογία","2024-01-01","NIGHT","DOCTOR","Παθολογία","1"
"Ουρολογία","2024-01-01","NIGHT","DOCTOR","Μαιευτική","1"
"Ουρολογία","2024-01-01","NIGHT","DOCTOR","Αιματολογία","1"
"Ουρολογία","2024-01-01","NIGHT","NURSE","NURSE_ASSISTANT","2"
"Ουρολογία","2024-01-01","NIGHT","NURSE","NURSE","3"
"Ουρολογία","2024-01-01","NIGHT","NURSE","HEAD_NURSE","1"
"Ουρολογία","2024-01-01","NIGHT","ADMINISTRATIVE","Τεχνικός","1"
"Ουρολογία","2024-01-01","NIGHT","ADMINISTRATIVE","Λογιστής","1"
"Ουρολογία","2024-01-02","MORNING","DOCTOR","Οφθαλμολογία","1"
"Ουρολογία","2024-01-02","MORNING","DOCTOR","Μαιευτική","1"
"Ουρολογία","2024-01-02","MORNING","DOCTOR","Ωτορινολαρυγγολογία","1"
"Ουρολογία","2024-01-02","MORNING","NURSE","NURSE","1"
"Ουρολογία","2024-01-02","MORNING","NURSE","HEAD_NURSE","1"
"Ουρολογία","2024-01-02","MORNING","NURSE","NURSE_ASSISTANT","4"
"Ουρολογία","2024-01-02","MORNING","ADMINISTRATIVE","Υπεύθυνος Αρχείου","1"
"Ουρολογία","2024-01-02","MORNING","ADMINISTRATIVE","Διαχειριστής","1"
"Ουρολογία","2024-01-02","AFTERNOON","DOCTOR","Νευρολογία","1"
"Ουρολογία","2024-01-02","AFTERNOON","DOCTOR","Μαιευτική","1"
"Ουρολογία","2024-01-02","AFTERNOON","DOCTOR","Αιματολογία","1"
"Ουρολογία","2024-01-02","AFTERNOON","NURSE","NURSE","2"
"Ουρολογία","2024-01-02","AFTERNOON","NURSE","NURSE_ASSISTANT","3"
"Ουρολογία","2024-01-02","AFTERNOON","NURSE","HEAD_NURSE","1"
"Ουρολογία","2024-01-02","AFTERNOON","ADMINISTRATIVE","Λογιστής","1"
"Ουρολογία","2024-01-02","AFTERNOON","ADMINISTRATIVE","Τεχνικός","1"
"Ουρολογία","2024-01-02","NIGHT","DOCTOR","Μαιευτική","1"
"Ουρολογία","2024-01-02","NIGHT","DOCTOR","Γαστρεντερολογία","1"
"Ουρολογία","2024-01-02","NIGHT","DOCTOR","Παθολογία","1"
"Ουρολογία","2024-01-02","NIGHT","NURSE","HEAD_NURSE","3"
"Ουρολογία","2024-01-02","NIGHT","NURSE","NURSE_ASSISTANT","1"
"Ουρολογία","2024-01-02","NIGHT","NURSE","NURSE","2"
"Ουρολογία","2024-01-02","NIGHT","ADMINISTRATIVE","Διαχειριστής","1"
"Ουρολογία","2024-01-02","NIGHT","ADMINISTRATIVE","Λογιστής","1"
"Ουρολογία","2024-01-03","MORNING","DOCTOR","Οφθαλμολογία","1"
"Ουρολογία","2024-01-03","MORNING","DOCTOR","Γαστρεντερολογία","1"
"Ουρολογία","2024-01-03","MORNING","DOCTOR","Ορθοπεδική","1"
"Ουρολογία","2024-01-03","MORNING","NURSE","NURSE_ASSISTANT","3"
"Ουρολογία","2024-01-03","MORNING","NURSE","HEAD_NURSE","3"
"Ουρολογία","2024-01-03","MORNING","ADMINISTRATIVE","Διαχειριστής","2"
"Ουρολογία","2024-01-03","AFTERNOON","DOCTOR","Πνευμονολογία","1"
"Ουρολογία","2024-01-03","AFTERNOON","DOCTOR","Οφθαλμολογία","1"
"Ουρολογία","2024-01-03","AFTERNOON","DOCTOR","Μαιευτική","1"
"Ουρολογία","2024-01-03","AFTERNOON","NURSE","NURSE","4"
"Ουρολογία","2024-01-03","AFTERNOON","NURSE","HEAD_NURSE","2"
"Ουρολογία","2024-01-03","AFTERNOON","ADMINISTRATIVE","Διαχειριστής","1"
"Ουρολογία","2024-01-03","AFTERNOON","ADMINISTRATIVE","Τεχνικός","1"
"Ουρολογία","2024-01-03","NIGHT","DOCTOR","Αιματολογία","1"
"Ουρολογία","2024-01-03","NIGHT","DOCTOR","Ορθοπεδική","1"
"Ουρολογία","2024-01-03","NIGHT","DOCTOR","Οφθαλμολογία","1"
"Ουρολογία","2024-01-03","NIGHT","NURSE","NURSE","3"
"Ουρολογία","2024-01-03","NIGHT","NURSE","NURSE_ASSISTANT","3"
"Ουρολογία","2024-01-03","NIGHT","ADMINISTRATIVE","Γραμματέας","1"
"Ουρολογία","2024-01-03","NIGHT","ADMINISTRATIVE","Διαχειριστής","1"
"Ουρολογία","2024-01-04","MORNING","DOCTOR","Καρδιολογία","1"
"Ουρολογία","2024-01-04","MORNING","DOCTOR","Μαιευτική","1"
"Ουρολογία","2024-01-04","MORNING","DOCTOR","Οφθαλμολογία","1"
"Ουρολογία","2024-01-04","MORNING","NURSE","NURSE_ASSISTANT","1"
"Ουρολογία","2024-01-04","MORNING","NURSE","NURSE","2"
"Ουρολογία","2024-01-04","MORNING","NURSE","HEAD_NURSE","3"
"Ουρολογία","2024-01-04","MORNING","ADMINISTRATIVE","Λογιστής","1"
"Ουρολογία","2024-01-04","MORNING","ADMINISTRATIVE","Υπεύθυνος Αρχείου","1"
"Ουρολογία","2024-01-04","AFTERNOON","DOCTOR","Παθολογία","1"
"Ουρολογία","2024-01-04","AFTERNOON","DOCTOR","Ενδοκρινολογία","1"
"Ουρολογία","2024-01-04","AFTERNOON","DOCTOR","Παιδιατρική","1"
"Ουρολογία","2024-01-04","AFTERNOON","NURSE","NURSE","1"
"Ουρολογία","2024-01-04","AFTERNOON","NURSE","NURSE_ASSISTANT","1"
"Ουρολογία","2024-01-04","AFTERNOON","NURSE","HEAD_NURSE","4"
"Ουρολογία","2024-01-04","AFTERNOON","ADMINISTRATIVE","Λογιστής","1"
"Ουρολογία","2024-01-04","AFTERNOON","ADMINISTRATIVE","Διαχειριστής","1"
"Ουρολογία","2024-01-04","NIGHT","DOCTOR","Οφθαλμολογία","1"
"Ουρολογία","2024-01-04","NIGHT","DOCTOR","Μαιευτική","1"
"Ουρολογία","2024-01-04","NIGHT","DOCTOR","Ωτορινολαρυγγολογία","1"
"Ουρολογία","2024-01-04","NIGHT","NURSE","NURSE","5"
"Ουρολογία","2024-01-04","NIGHT","NURSE","NURSE_ASSISTANT","1"
"Ουρολογία","2024-01-04","NIGHT","ADMINISTRATIVE","Διαχειριστής","2"
"Ουρολογία","2024-01-05","MORNING","DOCTOR","Οφθαλμολογία","1"
"Ουρολογία","2024-01-05","MORNING","DOCTOR","Παιδιατρική","1"
"Ουρολογία","2024-01-05","MORNING","DOCTOR","Μαιευτική","1"
"Ουρολογία","2024-01-05","MORNING","NURSE","NURSE_ASSISTANT","1"
"Ουρολογία","2024-01-05","MORNING","NURSE","HEAD_NURSE","3"
"Ουρολογία","2024-01-05","MORNING","NURSE","NURSE","2"
"Ουρολογία","2024-01-05","MORNING","ADMINISTRATIVE","Υπεύθυνος Αρχείου","1"
"Ουρολογία","2024-01-05","MORNING","ADMINISTRATIVE","Γραμματέας","1"
"Ουρολογία","2024-01-05","AFTERNOON","DOCTOR","Μαιευτική","1"
"Ουρολογία","2024-01-05","AFTERNOON","DOCTOR","Ενδοκρινολογία","1"
"Ουρολογία","2024-01-05","AFTERNOON","DOCTOR","Οφθαλμολογία","1"
"Ουρολογία","2024-01-05","AFTERNOON","NURSE","NURSE_ASSISTANT","1"
"Ουρολογία","2024-01-05","AFTERNOON","NURSE","HEAD_NURSE","1"
"Ουρολογία","2024-01-05","AFTERNOON","NURSE","NURSE","4"
"Ουρολογία","2024-01-05","AFTERNOON","ADMINISTRATIVE","Διαχειριστής","1"
"Ουρολογία","2024-01-05","AFTERNOON","ADMINISTRATIVE","Γραμματέας","1"
"Ουρολογία","2024-01-05","NIGHT","DOCTOR","Νευρολογία","2"
"Ουρολογία","2024-01-05","NIGHT","DOCTOR","Γαστρεντερολογία","1"
"Ουρολογία","2024-01-05","NIGHT","NURSE","HEAD_NURSE","1"
"Ουρολογία","2024-01-05","NIGHT","NURSE","NURSE","3"
"Ουρολογία","2024-01-05","NIGHT","NURSE","NURSE_ASSISTANT","2"
"Ουρολογία","2024-01-05","NIGHT","ADMINISTRATIVE","Τεχνικός","2"
"Ουρολογία","2024-01-06","MORNING","DOCTOR","Μαιευτική","1"
"Ουρολογία","2024-01-06","MORNING","DOCTOR","Χειρουργική","1"
"Ουρολογία","2024-01-06","MORNING","DOCTOR","Νευρολογία","1"
"Ουρολογία","2024-01-06","MORNING","NURSE","NURSE_ASSISTANT","3"
"Ουρολογία","2024-01-06","MORNING","NURSE","HEAD_NURSE","2"
"Ουρολογία","2024-01-06","MORNING","NURSE","NURSE","1"
"Ουρολογία","2024-01-06","MORNING","ADMINISTRATIVE","Διαχειριστής","1"
"Ουρολογία","2024-01-06","MORNING","ADMINISTRATIVE","Λογιστής","1"
"Ουρολογία","2024-01-06","AFTERNOON","DOCTOR","Νεφρολογία","1"
"Ουρολογία","2024-01-06","AFTERNOON","DOCTOR","Ωτορινολαρυγγολογία","1"
"Ουρολογία","2024-01-06","AFTERNOON","DOCTOR","Ορθοπεδική","1"
"Ουρολογία","2024-01-06","AFTERNOON","NURSE","NURSE","5"
"Ουρολογία","2024-01-06","AFTERNOON","NURSE","NURSE_ASSISTANT","1"
"Ουρολογία","2024-01-06","AFTERNOON","ADMINISTRATIVE","Γραμματέας","1"
"Ουρολογία","2024-01-06","AFTERNOON","ADMINISTRATIVE","Τεχνικός","1"
"Ουρολογία","2024-01-06","NIGHT","DOCTOR","Ορθοπεδική","1"
"Ουρολογία","2024-01-06","NIGHT","DOCTOR","Ενδοκρινολογία","2"
"Ουρολογία","2024-01-06","NIGHT","NURSE","HEAD_NURSE","1"
"Ουρολογία","2024-01-06","NIGHT","NURSE","NURSE","4"
"Ουρολογία","2024-01-06","NIGHT","NURSE","NURSE_ASSISTANT","1"
"Ουρολογία","2024-01-06","NIGHT","ADMINISTRATIVE","Λογιστής","2"
"Ουρολογία","2024-01-07","MORNING","DOCTOR","Γαστρεντερολογία","1"
"Ουρολογία","2024-01-07","MORNING","DOCTOR","Ορθοπεδική","1"
"Ουρολογία","2024-01-07","MORNING","DOCTOR","Πνευμονολογία","1"
"Ουρολογία","2024-01-07","MORNING","NURSE","HEAD_NURSE","3"
"Ουρολογία","2024-01-07","MORNING","NURSE","NURSE","3"
"Ουρολογία","2024-01-07","MORNING","ADMINISTRATIVE","Λογιστής","1"
"Ουρολογία","2024-01-07","MORNING","ADMINISTRATIVE","Γραμματέας","1"
"Ουρολογία","2024-01-07","AFTERNOON","DOCTOR","Νεφρολογία","1"
"Ουρολογία","2024-01-07","AFTERNOON","DOCTOR","Ενδοκρινολογία","1"
"Ουρολογία","2024-01-07","AFTERNOON","DOCTOR","Γαστρεντερολογία","1"
"Ουρολογία","2024-01-07","AFTERNOON","NURSE","NURSE_ASSISTANT","2"
"Ουρολογία","2024-01-07","AFTERNOON","NURSE","NURSE","1"
"Ουρολογία","2024-01-07","AFTERNOON","NURSE","HEAD_NURSE","3"
"Ουρολογία","2024-01-07","AFTERNOON","ADMINISTRATIVE","Τεχνικός","1"
"Ουρολογία","2024-01-07","AFTERNOON","ADMINISTRATIVE","Λογιστής","1"
"Ουρολογία","2024-01-07","NIGHT","DOCTOR","Γαστρεντερολογία","1"
"Ουρολογία","2024-01-07","NIGHT","DOCTOR","Ενδοκρινολογία","1"
"Ουρολογία","2024-01-07","NIGHT","DOCTOR","Οφθαλμολογία","1"
"Ουρολογία","2024-01-07","NIGHT","NURSE","NURSE_ASSISTANT","3"
"Ουρολογία","2024-01-07","NIGHT","NURSE","HEAD_NURSE","2"
"Ουρολογία","2024-01-07","NIGHT","NURSE","NURSE","1"
"Ουρολογία","2024-01-07","NIGHT","ADMINISTRATIVE","Τεχνικός","2"
"Οφθαλμολογία","2024-01-01","MORNING","DOCTOR","Οφθαλμολογία","1"
"Οφθαλμολογία","2024-01-01","MORNING","DOCTOR","Ενδοκρινολογία","1"
"Οφθαλμολογία","2024-01-01","MORNING","DOCTOR","Νεφρολογία","1"
"Οφθαλμολογία","2024-01-01","MORNING","NURSE","HEAD_NURSE","1"
"Οφθαλμολογία","2024-01-01","MORNING","NURSE","NURSE","4"
"Οφθαλμολογία","2024-01-01","MORNING","NURSE","NURSE_ASSISTANT","1"
"Οφθαλμολογία","2024-01-01","MORNING","ADMINISTRATIVE","Τεχνικός","1"
"Οφθαλμολογία","2024-01-01","MORNING","ADMINISTRATIVE","Λογιστής","1"
"Οφθαλμολογία","2024-01-01","AFTERNOON","DOCTOR","Ενδοκρινολογία","1"
"Οφθαλμολογία","2024-01-01","AFTERNOON","DOCTOR","Μαιευτική","1"
"Οφθαλμολογία","2024-01-01","AFTERNOON","DOCTOR","Οφθαλμολογία","1"
"Οφθαλμολογία","2024-01-01","AFTERNOON","NURSE","HEAD_NURSE","2"
"Οφθαλμολογία","2024-01-01","AFTERNOON","NURSE","NURSE","1"
"Οφθαλμολογία","2024-01-01","AFTERNOON","NURSE","NURSE_ASSISTANT","3"
"Οφθαλμολογία","2024-01-01","AFTERNOON","ADMINISTRATIVE","Λογιστής","2"
"Οφθαλμολογία","2024-01-01","NIGHT","DOCTOR","Παθολογία","1"
"Οφθαλμολογία","2024-01-01","NIGHT","DOCTOR","Νευρολογία","2"
"Οφθαλμολογία","2024-01-01","NIGHT","NURSE","HEAD_NURSE","2"
"Οφθαλμολογία","2024-01-01","NIGHT","NURSE","NURSE","1"
"Οφθαλμολογία","2024-01-01","NIGHT","NURSE","NURSE_ASSISTANT","3"
"Οφθαλμολογία","2024-01-01","NIGHT","ADMINISTRATIVE","Γραμματέας","1"
"Οφθαλμολογία","2024-01-01","NIGHT","ADMINISTRATIVE","Λογιστής","1"
"Οφθαλμολογία","2024-01-02","MORNING","DOCTOR","Πνευμονολογία","1"
"Οφθαλμολογία","2024-01-02","MORNING","DOCTOR","Οφθαλμολογία","1"
"Οφθαλμολογία","2024-01-02","MORNING","DOCTOR","Αιματολογία","1"
"Οφθαλμολογία","2024-01-02","MORNING","NURSE","HEAD_NURSE","3"
"Οφθαλμολογία","2024-01-02","MORNING","NURSE","NURSE_ASSISTANT","2"
"Οφθαλμολογία","2024-01-02","MORNING","NURSE","NURSE","1"
"Οφθαλμολογία","2024-01-02","MORNING","ADMINISTRATIVE","Τεχνικός","1"
"Οφθαλμολογία","2024-01-02","MORNING","ADMINISTRATIVE","Διαχειριστής","1"
"Οφθαλμολογία","2024-01-02","AFTERNOON","DOCTOR","Χειρουργική","1"
"Οφθαλμολογία","2024-01-02","AFTERNOON","DOCTOR","Πνευμονολογία","1"
"Οφθαλμολογία","2024-01-02","AFTERNOON","DOCTOR","Οφθαλμολογία","1"
"Οφθαλμολογία","2024-01-02","AFTERNOON","NURSE","NURSE","1"
"Οφθαλμολογία","2024-01-02","AFTERNOON","NURSE","HEAD_NURSE","2"
"Οφθαλμολογία","2024-01-02","AFTERNOON","NURSE","NURSE_ASSISTANT","3"
"Οφθαλμολογία","2024-01-02","AFTERNOON","ADMINISTRATIVE","Διαχειριστής","1"
"Οφθαλμολογία","2024-01-02","AFTERNOON","ADMINISTRATIVE","Γραμματέας","1"
"Οφθαλμολογία","2024-01-02","NIGHT","DOCTOR","Οφθαλμολογία","1"
"Οφθαλμολογία","2024-01-02","NIGHT","DOCTOR","Γαστρεντερολογία","1"
"Οφθαλμολογία","2024-01-02","NIGHT","DOCTOR","Παιδιατρική","1"
"Οφθαλμολογία","2024-01-02","NIGHT","NURSE","NURSE_ASSISTANT","1"
"Οφθαλμολογία","2024-01-02","NIGHT","NURSE","NURSE","3"
"Οφθαλμολογία","2024-01-02","NIGHT","NURSE","HEAD_NURSE","2"
"Οφθαλμολογία","2024-01-02","NIGHT","ADMINISTRATIVE","Διαχειριστής","2"
"Οφθαλμολογία","2024-01-03","MORNING","DOCTOR","Νευρολογία","1"
"Οφθαλμολογία","2024-01-03","MORNING","DOCTOR","Ουρολογία","1"
"Οφθαλμολογία","2024-01-03","MORNING","DOCTOR","Αιματολογία","1"
"Οφθαλμολογία","2024-01-03","MORNING","NURSE","NURSE","1"
"Οφθαλμολογία","2024-01-03","MORNING","NURSE","NURSE_ASSISTANT","1"
"Οφθαλμολογία","2024-01-03","MORNING","NURSE","HEAD_NURSE","4"
"Οφθαλμολογία","2024-01-03","MORNING","ADMINISTRATIVE","Υπεύθυνος Αρχείου","1"
"Οφθαλμολογία","2024-01-03","MORNING","ADMINISTRATIVE","Διαχειριστής","1"
"Οφθαλμολογία","2024-01-03","AFTERNOON","DOCTOR","Μαιευτική","1"
"Οφθαλμολογία","2024-01-03","AFTERNOON","DOCTOR","Ορθοπεδική","1"
"Οφθαλμολογία","2024-01-03","AFTERNOON","DOCTOR","Ωτορινολαρυγγολογία","1"
"Οφθαλμολογία","2024-01-03","AFTERNOON","NURSE","HEAD_NURSE","1"
"Οφθαλμολογία","2024-01-03","AFTERNOON","NURSE","NURSE","3"
"Οφθαλμολογία","2024-01-03","AFTERNOON","NURSE","NURSE_ASSISTANT","2"
"Οφθαλμολογία","2024-01-03","AFTERNOON","ADMINISTRATIVE","Υπεύθυνος Αρχείου","1"
"Οφθαλμολογία","2024-01-03","AFTERNOON","ADMINISTRATIVE","Γραμματέας","1"
"Οφθαλμολογία","2024-01-03","NIGHT","DOCTOR","Χειρουργική","1"
"Οφθαλμολογία","2024-01-03","NIGHT","DOCTOR","Παθολογία","1"
"Οφθαλμολογία","2024-01-03","NIGHT","DOCTOR","Οφθαλμολογία","1"
"Οφθαλμολογία","2024-01-03","NIGHT","NURSE","NURSE","3"
"Οφθαλμολογία","2024-01-03","NIGHT","NURSE","NURSE_ASSISTANT","2"
"Οφθαλμολογία","2024-01-03","NIGHT","NURSE","HEAD_NURSE","1"
"Οφθαλμολογία","2024-01-03","NIGHT","ADMINISTRATIVE","Λογιστής","1"
"Οφθαλμολογία","2024-01-03","NIGHT","ADMINISTRATIVE","Τεχνικός","1"
"Οφθαλμολογία","2024-01-04","MORNING","DOCTOR","Μαιευτική","1"
"Οφθαλμολογία","2024-01-04","MORNING","DOCTOR","Παιδιατρική","2"
"Οφθαλμολογία","2024-01-04","MORNING","NURSE","HEAD_NURSE","1"
"Οφθαλμολογία","2024-01-04","MORNING","NURSE","NURSE_ASSISTANT","2"
"Οφθαλμολογία","2024-01-04","MORNING","NURSE","NURSE","3"
"Οφθαλμολογία","2024-01-04","MORNING","ADMINISTRATIVE","Διαχειριστής","1"
"Οφθαλμολογία","2024-01-04","MORNING","ADMINISTRATIVE","Λογιστής","1"
"Οφθαλμολογία","2024-01-04","AFTERNOON","DOCTOR","Μαιευτική","1"
"Οφθαλμολογία","2024-01-04","AFTERNOON","DOCTOR","Ορθοπεδική","1"
"Οφθαλμολογία","2024-01-04","AFTERNOON","DOCTOR","Παιδιατρική","1"
"Οφθαλμολογία","2024-01-04","AFTERNOON","NURSE","NURSE_ASSISTANT","3"
"Οφθαλμολογία","2024-01-04","AFTERNOON","NURSE","NURSE","2"
"Οφθαλμολογία","2024-01-04","AFTERNOON","NURSE","HEAD_NURSE","1"
"Οφθαλμολογία","2024-01-04","AFTERNOON","ADMINISTRATIVE","Τεχνικός","1"
"Οφθαλμολογία","2024-01-04","AFTERNOON","ADMINISTRATIVE","Υπεύθυνος Αρχείου","1"
"Οφθαλμολογία","2024-01-04","NIGHT","DOCTOR","Νεφρολογία","1"
"Οφθαλμολογία","2024-01-04","NIGHT","DOCTOR","Πνευμονολογία","1"
"Οφθαλμολογία","2024-01-04","NIGHT","DOCTOR","Οφθαλμολογία","1"
"Οφθαλμολογία","2024-01-04","NIGHT","NURSE","NURSE_ASSISTANT","1"
"Οφθαλμολογία","2024-01-04","NIGHT","NURSE","NURSE","3"
"Οφθαλμολογία","2024-01-04","NIGHT","NURSE","HEAD_NURSE","2"
"Οφθαλμολογία","2024-01-04","NIGHT","ADMINISTRATIVE","Γραμματέας","1"
"Οφθαλμολογία","2024-01-04","NIGHT","ADMINISTRATIVE","Υπεύθυνος Αρχείου","1"
"Οφθαλμολογία","2024-01-05","MORNING","DOCTOR","Πνευμονολογία","1"
"Οφθαλμολογία","2024-01-05","MORNING","DOCTOR","Οφθαλμολογία","1"
"Οφθαλμολογία","2024-01-05","MORNING","DOCTOR","Ουρολογία","1"
"Οφθαλμολογία","2024-01-05","MORNING","NURSE","HEAD_NURSE","1"
"Οφθαλμολογία","2024-01-05","MORNING","NURSE","NURSE","4"
"Οφθαλμολογία","2024-01-05","MORNING","NURSE","NURSE_ASSISTANT","1"
"Οφθαλμολογία","2024-01-05","MORNING","ADMINISTRATIVE","Τεχνικός","2"
"Οφθαλμολογία","2024-01-05","AFTERNOON","DOCTOR","Χειρουργική","1"
"Οφθαλμολογία","2024-01-05","AFTERNOON","DOCTOR","Ορθοπεδική","1"
"Οφθαλμολογία","2024-01-05","AFTERNOON","DOCTOR","Οφθαλμολογία","1"
"Οφθαλμολογία","2024-01-05","AFTERNOON","NURSE","NURSE_ASSISTANT","1"
"Οφθαλμολογία","2024-01-05","AFTERNOON","NURSE","HEAD_NURSE","3"
"Οφθαλμολογία","2024-01-05","AFTERNOON","NURSE","NURSE","2"
"Οφθαλμολογία","2024-01-05","AFTERNOON","ADMINISTRATIVE","Τεχνικός","2"
"Οφθαλμολογία","2024-01-05","NIGHT","DOCTOR","Ενδοκρινολογία","1"
"Οφθαλμολογία","2024-01-05","NIGHT","DOCTOR","Μαιευτική","1"
"Οφθαλμολογία","2024-01-05","NIGHT","DOCTOR","Γαστρεντερολογία","1"
